mission_id,drone_id,mission_date,mission_start_time,manufacturer,mission_type,battery_health_pct,battery_start_pct,wind_speed_mps,signal_strength_pct,gps_accuracy_m,payload_utilization_pct,maintenance_due,days_since_last_service,operator_experience_years,maintenance_risk,wind_risk,signal_risk,gps_risk,battery_risk,start_battery_risk,payload_risk,service_risk,ai_schedule_risk_score,schedule_priority
MSN-2026-006498,DRN-0673,2026-05-12,12:55:00,Parrot,Safety Monitoring,87.85,88.05,3.24,95.43,0.74,13.99,No,8,3.8,0,0.21600000000000003,0.0,0.096,0.07166666666666685,0.0,0.1399,0.06666666666666667,8.885200000000003,High priority / low risk
MSN-2024-003078,DRN-0320,2024-07-05,18:59:22,Custom,Solar Farm Inspection,85.74,79.02,2.01,83.79,0.72,16.89,No,8,3.5,0,0.13399999999999998,0.030249999999999843,0.088,0.14200000000000018,0.01960000000000008,0.1689,0.06666666666666667,8.887166666666666,High priority / low risk
MSN-2024-009560,DRN-0532,2024-02-09,00:34:07,Custom,Search and Rescue,84.84,78.91,2.79,89.43,0.65,5.72,No,11,7.3,0,0.186,0.0,0.06000000000000001,0.17199999999999988,0.02180000000000007,0.0572,0.09166666666666666,8.888666666666667,High priority / low risk
MSN-2021-012753,DRN-0235,2021-02-13,22:40:56,Autel,Emergency Response,96.16,78.98,1.74,86.1,1.1,30.1,No,5,7.9,0,0.116,0.0,0.24000000000000005,0.0,0.02039999999999992,0.301,0.041666666666666664,8.899866666666668,High priority / low risk
MSN-2021-013940,DRN-0210,2021-07-09,15:02:27,DJI,Stockpile Measurement,90.75,89.81,3.21,81.01,0.48,17.5,No,12,5.0,0,0.214,0.09974999999999987,0.0,0.0,0.0,0.175,0.1,8.903499999999998,High priority / low risk
MSN-2026-010680,DRN-0318,2026-02-21,10:36:03,Custom,Thermal Inspection,91.93,87.1,1.44,92.05,1.14,31.79,No,8,0.7,0,0.096,0.0,0.25599999999999995,0.0,0.0,0.3179,0.06666666666666667,8.905866666666666,High priority / low risk
MSN-2023-002901,DRN-0635,2023-11-19,05:25:51,Custom,Perimeter Surveillance,84.55,85.49,1.89,94.91,0.83,20.85,No,1,1.8,0,0.126,0.0,0.13199999999999998,0.18166666666666675,0.0,0.20850000000000002,0.008333333333333333,8.914666666666669,High priority / low risk
MSN-2025-003865,DRN-0699,2025-03-31,18:20:45,Custom,Search and Rescue,96.79,94.93,3.01,89.45,0.52,32.01,No,22,2.4,0,0.20066666666666666,0.0,0.008000000000000007,0.0,0.0,0.3201,0.18333333333333332,8.920800000000002,High priority / low risk
MSN-2026-007924,DRN-0252,2026-05-28,13:32:17,Custom,Field Mapping,93.22,88.4,1.89,81.07,0.19,16.62,No,37,1.7,0,0.126,0.09825000000000017,0.0,0.0,0.0,0.16620000000000001,0.30833333333333335,8.953433333333336,High priority / low risk
MSN-2023-008077,DRN-0682,2023-10-01,02:01:32,Custom,Network Site Survey,99.1,95.87,3.25,81.85,0.91,4.95,No,1,7.0,0,0.21666666666666667,0.07875000000000014,0.164,0.0,0.0,0.0495,0.008333333333333333,8.959500000000006,High priority / low risk
MSN-2025-008724,DRN-0737,2025-12-14,07:41:24,Custom,Stockpile Measurement,82.13,99.99,2.26,99.18,0.32,20.49,No,4,0.6,0,0.15066666666666664,0.0,0.0,0.2623333333333335,0.0,0.20489999999999997,0.03333333333333333,8.959866666666668,High priority / low risk
MSN-2025-012211,DRN-0502,2025-07-06,00:28:25,Parrot,Thermal Inspection,90.6,93.78,2.81,93.7,0.55,34.07,No,22,4.7,0,0.18733333333333332,0.0,0.020000000000000018,0.0,0.0,0.3407,0.18333333333333332,8.960266666666666,High priority / low risk
MSN-2025-000603,DRN-0566,2025-11-08,01:27:39,Parrot,Site Survey,99.38,97.75,1.34,75.15,0.77,0.66,No,12,4.2,0,0.08933333333333333,0.24624999999999986,0.10800000000000001,0.0,0.0,0.0066,0.1,8.962633333333331,High priority / low risk
MSN-2023-005246,DRN-0188,2023-08-23,06:30:04,Custom,Solar Farm Inspection,87.7,97.5,1.1,86.02,1.4,9.23,No,6,5.6,0,0.07333333333333333,0.0,0.36,0.07666666666666658,0.0,0.09230000000000001,0.05,8.965066666666665,High priority / low risk
MSN-2021-013825,DRN-0727,2021-11-16,18:37:15,Autel,Network Site Survey,92.49,87.66,2.2,82.88,1.09,18.51,No,0,6.9,0,0.14666666666666667,0.053000000000000116,0.23600000000000004,0.0,0.0,0.18510000000000001,0.0,8.96546666666667,High priority / low risk
MSN-2024-006363,DRN-0694,2024-02-07,19:03:49,DJI,Perimeter Surveillance,85.65,94.6,1.82,87.65,0.18,33.58,No,19,0.6,0,0.12133333333333333,0.0,0.0,0.14499999999999982,0.0,0.3358,0.15833333333333333,8.969066666666665,High priority / low risk
MSN-2025-001913,DRN-0594,2025-10-20,10:36:41,Custom,Emergency Response,95.42,88.84,3.1,91.81,0.16,23.03,No,31,8.2,0,0.20666666666666667,0.0,0.0,0.0,0.0,0.2303,0.25833333333333336,8.9724,High priority / low risk
MSN-2022-014745,DRN-0212,2022-12-13,02:00:15,Autel,Perimeter Surveillance,100.0,81.11,2.17,95.01,0.19,23.44,No,47,1.0,0,0.14466666666666667,0.0,0.0,0.0,0.0,0.23440000000000003,0.39166666666666666,8.974533333333333,High priority / low risk
MSN-2023-008192,DRN-0347,2023-04-13,21:06:29,Custom,Construction Progress,94.61,98.22,1.73,90.48,1.29,8.55,No,16,8.3,0,0.11533333333333333,0.0,0.316,0.0,0.0,0.0855,0.13333333333333333,8.978666666666667,High priority / low risk
MSN-2024-013396,DRN-0162,2024-03-11,05:29:18,Custom,Emergency Response,88.26,84.38,0.63,81.25,0.62,13.13,No,46,7.0,0,0.042,0.09375,0.048,0.05799999999999983,0.0,0.1313,0.38333333333333336,8.979233333333331,High priority / low risk
MSN-2022-007226,DRN-0231,2022-04-16,05:20:47,Custom,Crop Health Survey,79.96,98.83,1.07,87.38,0.25,5.94,No,27,6.5,0,0.07133333333333333,0.0,0.0,0.3346666666666669,0.0,0.0594,0.225,8.979866666666672,High priority / low risk
MSN-2023-005185,DRN-0421,2023-08-29,08:33:01,Custom,Parcel Delivery,91.64,81.28,1.07,97.5,1.11,2.02,No,46,7.9,0,0.07133333333333333,0.0,0.24400000000000005,0.0,0.0,0.0202,0.38333333333333336,8.980266666666669,High priority / low risk
MSN-2024-008086,DRN-0509,2024-09-28,16:25:18,DJI,Bridge Inspection,98.5,95.38,4.42,94.01,0.77,12.47,No,0,5.0,0,0.2946666666666667,0.0,0.10800000000000001,0.0,0.0,0.1247,0.0,8.992266666666668,High priority / low risk
MSN-2025-009077,DRN-0525,2025-12-23,23:15:22,Custom,Road Survey,98.09,86.04,4.47,81.09,0.46,0.15,No,8,2.6,0,0.298,0.09774999999999992,0.0,0.0,0.0,0.0015,0.06666666666666667,8.994166666666665,High priority / low risk
MSN-2022-006718,DRN-0671,2022-06-08,21:15:14,Custom,Power Line Inspection,96.17,81.42,0.51,90.26,1.52,11.89,No,19,6.9,0,0.034,0.0,0.40800000000000003,0.0,0.0,0.1189,0.15833333333333333,8.994533333333337,High priority / low risk
MSN-2023-006487,DRN-0194,2023-12-26,09:28:03,DJI,Network Site Survey,90.09,97.64,2.14,90.85,1.04,22.96,No,12,5.9,0,0.14266666666666666,0.0,0.21600000000000003,0.0,0.0,0.2296,0.1,8.999466666666667,High priority / low risk
MSN-2025-006168,DRN-0644,2025-12-22,12:03:54,DJI,Tower Inspection,97.36,83.67,1.94,86.22,1.44,9.16,No,2,3.6,0,0.12933333333333333,0.0,0.376,0.0,0.0,0.0916,0.016666666666666666,9.0088,High priority / low risk
MSN-2026-006271,DRN-0770,2026-07-26,08:50:29,DJI,Tower Inspection,92.46,95.69,1.15,95.46,1.28,33.81,No,3,7.4,0,0.07666666666666666,0.0,0.312,0.0,0.0,0.3381,0.025,9.009466666666667,High priority / low risk
MSN-2026-001046,DRN-0377,2026-06-03,10:32:23,DJI,Bridge Inspection,90.96,78.5,2.02,77.59,0.67,15.92,No,3,7.4,0,0.13466666666666666,0.18524999999999991,0.06800000000000002,0.0,0.03,0.1592,0.025,9.012766666666664,High priority / low risk
MSN-2023-012347,DRN-0337,2023-07-29,03:52:58,Custom,Bridge Inspection,92.94,96.63,3.87,84.4,0.22,22.71,No,15,3.8,0,0.258,0.014999999999999857,0.0,0.0,0.0,0.2271,0.125,9.012799999999997,High priority / low risk
MSN-2025-010589,DRN-0548,2025-07-12,01:25:53,DJI,Wind Turbine Inspection,98.51,96.32,3.72,97.01,0.34,16.34,No,27,0.6,0,0.24800000000000003,0.0,0.0,0.0,0.0,0.1634,0.225,9.013200000000001,High priority / low risk
MSN-2025-006107,DRN-0613,2025-08-31,07:49:04,Parrot,Network Site Survey,99.44,96.13,2.98,82.52,0.37,32.79,No,11,7.1,0,0.19866666666666666,0.0620000000000001,0.0,0.0,0.0,0.32789999999999997,0.09166666666666666,9.026533333333335,High priority / low risk
MSN-2025-013287,DRN-0431,2025-02-24,10:33:41,DJI,Construction Progress,88.99,98.56,2.94,97.71,0.26,19.73,No,32,4.5,0,0.196,0.0,0.0,0.03366666666666684,0.0,0.1973,0.26666666666666666,9.028400000000003,High priority / low risk
MSN-2023-010529,DRN-0683,2023-01-12,17:19:24,Custom,Solar Farm Inspection,92.2,99.5,2.42,97.26,0.57,24.04,No,38,7.4,0,0.16133333333333333,0.0,0.02799999999999998,0.0,0.0,0.2404,0.31666666666666665,9.0312,High priority / low risk
MSN-2025-008545,DRN-0592,2025-01-30,05:13:19,DJI,Solar Farm Inspection,91.72,86.96,0.97,79.45,0.89,29.69,No,7,6.9,0,0.06466666666666666,0.13874999999999993,0.156,0.0,0.0,0.2969,0.058333333333333334,9.062699999999998,High priority / low risk
MSN-2023-001463,DRN-0264,2023-05-21,22:56:08,Parrot,Safety Monitoring,92.36,84.4,3.04,80.26,0.55,14.9,No,12,5.0,0,0.20266666666666666,0.11849999999999987,0.020000000000000018,0.0,0.0,0.149,0.1,9.063666666666665,High priority / low risk
MSN-2026-014647,DRN-0362,2026-07-12,06:45:01,Autel,Construction Progress,84.06,85.84,2.95,93.8,0.43,8.97,No,15,1.0,0,0.19666666666666668,0.0,0.0,0.19799999999999993,0.0,0.0897,0.125,9.066266666666666,High priority / low risk
MSN-2024-013159,DRN-0118,2024-05-22,13:35:23,Custom,Emergency Response,99.36,78.13,2.35,95.96,0.2,27.98,No,37,4.0,0,0.15666666666666668,0.0,0.0,0.0,0.03740000000000009,0.2798,0.30833333333333335,9.0676,High priority / low risk
MSN-2021-001782,DRN-0197,2021-05-08,14:49:17,DJI,Network Site Survey,91.44,80.81,2.44,82.04,0.48,13.46,No,37,3.4,0,0.16266666666666665,0.07399999999999984,0.0,0.0,0.0,0.1346,0.30833333333333335,9.070799999999997,High priority / low risk
MSN-2023-014620,DRN-0508,2023-10-26,06:18:28,DJI,Road Survey,96.94,82.31,3.69,99.39,0.59,13.41,No,25,4.4,0,0.246,0.0,0.03599999999999999,0.0,0.0,0.1341,0.20833333333333334,9.072133333333335,High priority / low risk
MSN-2022-014624,DRN-0508,2022-04-12,00:27:42,Autel,Solar Farm Inspection,94.13,78.23,1.71,90.26,1.01,7.45,No,34,5.3,0,0.114,0.0,0.20400000000000001,0.0,0.03539999999999992,0.0745,0.2833333333333333,9.076533333333334,High priority / low risk
MSN-2026-009241,DRN-0141,2026-05-15,10:12:09,Custom,Thermal Inspection,86.07,84.27,0.55,82.57,0.86,4.08,No,36,4.3,0,0.03666666666666667,0.06075000000000017,0.144,0.13100000000000023,0.0,0.0408,0.3,9.076566666666674,High priority / low risk
MSN-2021-011188,DRN-0284,2021-06-26,12:49:36,DJI,Precision Spraying,93.43,91.24,1.08,82.75,0.69,61.46,No,6,6.3,0,0.07200000000000001,0.05625,0.07599999999999998,0.0,0.0,0.6146,0.05,9.077300000000001,High priority / low risk
MSN-2026-013755,DRN-0315,2026-02-06,00:41:45,Parrot,Wind Turbine Inspection,86.94,82.22,1.22,82.09,0.15,14.21,No,41,7.3,0,0.08133333333333333,0.07274999999999991,0.0,0.10200000000000008,0.0,0.1421,0.3416666666666667,9.0803,High priority / low risk
MSN-2021-011676,DRN-0527,2021-08-08,07:16:28,Autel,Thermal Inspection,92.14,84.75,2.75,86.03,0.96,2.79,No,27,5.3,0,0.18333333333333332,0.0,0.184,0.0,0.0,0.0279,0.225,9.082533333333334,High priority / low risk
MSN-2023-011527,DRN-0679,2023-10-15,15:53:21,Autel,Emergency Response,86.18,96.48,0.58,95.4,0.28,26.49,No,52,7.5,0,0.03866666666666666,0.0,0.0,0.1273333333333331,0.0,0.26489999999999997,0.43333333333333335,9.085866666666664,High priority / low risk
MSN-2025-013446,DRN-0204,2025-01-14,23:00:30,Custom,Emergency Response,89.16,96.28,1.78,77.93,0.32,17.58,No,18,5.6,0,0.11866666666666667,0.17674999999999982,0.0,0.028000000000000115,0.0,0.17579999999999998,0.15,9.090566666666664,High priority / low risk
MSN-2022-002333,DRN-0258,2022-03-28,10:51:40,DJI,Site Survey,92.03,89.57,3.99,90.63,0.83,15.34,No,2,4.1,0,0.266,0.0,0.13199999999999998,0.0,0.0,0.1534,0.016666666666666666,9.093866666666667,High priority / low risk
MSN-2023-007329,DRN-0588,2023-09-19,09:47:56,Custom,Road Survey,95.86,89.32,4.23,85.05,0.61,17.03,No,11,6.2,0,0.28200000000000003,0.0,0.044,0.0,0.0,0.1703,0.09166666666666666,9.099066666666667,High priority / low risk
MSN-2025-012759,DRN-0490,2025-12-20,15:41:43,Autel,Emergency Response,99.97,90.45,4.38,88.14,0.5,14.69,No,18,4.4,0,0.292,0.0,0.0,0.0,0.0,0.1469,0.15,9.0992,High priority / low risk
MSN-2021-013144,DRN-0293,2021-03-22,18:00:47,Custom,Stockpile Measurement,87.79,84.21,2.59,84.09,0.33,27.44,No,20,8.1,0,0.17266666666666666,0.022749999999999916,0.0,0.07366666666666646,0.0,0.27440000000000003,0.16666666666666666,9.101366666666664,High priority / low risk
MSN-2022-014555,DRN-0400,2022-07-05,21:04:12,Custom,Precision Spraying,97.3,82.98,2.36,82.42,0.64,32.72,No,13,0.7,0,0.15733333333333333,0.06449999999999996,0.05600000000000001,0.0,0.0,0.3272,0.10833333333333334,9.107266666666666,High priority / low risk
MSN-2025-007583,DRN-0383,2025-08-14,06:43:09,DJI,Site Survey,97.73,94.5,3.29,92.57,0.45,23.46,No,29,8.3,0,0.21933333333333332,0.0,0.0,0.0,0.0,0.2346,0.24166666666666667,9.118799999999998,High priority / low risk
MSN-2025-014280,DRN-0537,2025-01-12,23:48:08,DJI,Construction Progress,94.48,92.92,1.13,90.35,0.69,31.09,No,47,7.2,0,0.07533333333333332,0.0,0.07599999999999998,0.0,0.0,0.3109,0.39166666666666666,9.1252,High priority / low risk
MSN-2022-002833,DRN-0152,2022-03-17,00:36:44,Autel,Field Mapping,86.57,80.98,2.05,96.22,0.92,11.45,No,15,6.8,0,0.13666666666666666,0.0,0.168,0.11433333333333356,0.0,0.11449999999999999,0.125,9.125333333333337,High priority / low risk
MSN-2024-009581,DRN-0347,2024-09-21,20:16:21,Autel,Stockpile Measurement,100.0,90.38,1.24,87.83,0.72,2.06,No,71,1.8,0,0.08266666666666667,0.0,0.088,0.0,0.0,0.0206,0.5916666666666667,9.132133333333334,High priority / low risk
MSN-2021-005733,DRN-0256,2021-05-16,07:46:33,Custom,Bridge Inspection,99.91,83.01,0.68,98.68,0.44,20.48,No,78,6.5,0,0.04533333333333334,0.0,0.0,0.0,0.0,0.2048,0.65,9.135733333333334,High priority / low risk
MSN-2025-005340,DRN-0496,2025-05-25,21:28:31,Custom,Thermal Inspection,93.58,84.25,1.91,82.91,0.83,16.2,No,27,7.0,0,0.12733333333333333,0.05225000000000009,0.13199999999999998,0.0,0.0,0.162,0.225,9.135833333333334,High priority / low risk
MSN-2022-009252,DRN-0457,2022-06-21,06:42:57,Custom,Solar Farm Inspection,93.01,99.25,3.26,90.75,0.76,30.05,No,6,8.1,0,0.21733333333333332,0.0,0.10400000000000001,0.0,0.0,0.3005,0.05,9.141333333333336,High priority / low risk
MSN-2022-008594,DRN-0552,2022-11-13,03:45:18,Parrot,Safety Monitoring,88.36,86.97,1.69,75.82,0.64,3.95,No,8,2.7,0,0.11266666666666666,0.22950000000000018,0.05600000000000001,0.05466666666666668,0.0,0.0395,0.06666666666666667,9.14166666666667,High priority / low risk
MSN-2022-014116,DRN-0670,2022-05-03,16:21:50,DJI,Wind Turbine Inspection,97.68,98.8,2.93,88.13,1.09,3.7,No,15,5.4,0,0.19533333333333333,0.0,0.23600000000000004,0.0,0.0,0.037000000000000005,0.125,9.147333333333336,High priority / low risk
MSN-2023-008368,DRN-0558,2023-08-19,06:37:51,Custom,Power Line Inspection,91.52,98.55,3.9,93.25,0.51,33.87,No,8,8.4,0,0.26,0.0,0.0040000000000000036,0.0,0.0,0.3387,0.06666666666666667,9.152266666666668,High priority / low risk
MSN-2022-004942,DRN-0167,2022-03-14,05:30:47,Custom,Road Survey,85.25,84.5,1.72,87.55,0.93,7.36,No,17,4.5,0,0.11466666666666667,0.0,0.17200000000000001,0.15833333333333333,0.0,0.0736,0.14166666666666666,9.1528,High priority / low risk
MSN-2025-007893,DRN-0774,2025-12-16,22:03:20,Parrot,Crop Health Survey,92.76,92.98,3.59,92.49,0.71,17.26,No,16,8.5,0,0.23933333333333331,0.0,0.08399999999999999,0.0,0.0,0.1726,0.13333333333333333,9.155466666666666,High priority / low risk
MSN-2025-008930,DRN-0714,2025-02-01,06:22:37,Custom,Safety Monitoring,98.73,80.11,1.58,93.35,0.64,23.6,No,50,4.1,0,0.10533333333333333,0.0,0.05600000000000001,0.0,0.0,0.23600000000000002,0.4166666666666667,9.156,High priority / low risk
MSN-2023-006677,DRN-0527,2023-02-17,20:48:50,Custom,Site Survey,85.11,98.75,0.67,79.32,0.87,13.72,No,2,5.2,0,0.04466666666666667,0.14200000000000018,0.148,0.163,0.0,0.13720000000000002,0.016666666666666666,9.156933333333336,High priority / low risk
MSN-2022-012736,DRN-0144,2022-10-27,22:37:50,Autel,Parcel Delivery,90.7,95.57,1.49,87.61,0.24,72.7,No,14,3.2,0,0.09933333333333333,0.0,0.0,0.0,0.0,0.727,0.11666666666666667,9.168,High priority / low risk
MSN-2022-013723,DRN-0385,2022-10-30,15:32:02,DJI,Field Mapping,97.1,85.84,2.21,79.1,0.47,22.15,No,18,0.7,0,0.14733333333333334,0.14750000000000013,0.0,0.0,0.0,0.22149999999999997,0.15,9.168333333333335,High priority / low risk
MSN-2026-009613,DRN-0492,2026-07-24,21:44:09,Custom,Construction Progress,90.08,84.51,2.23,76.22,0.38,16.04,No,8,3.3,0,0.14866666666666667,0.21950000000000003,0.0,0.0,0.0,0.1604,0.06666666666666667,9.171533333333334,High priority / low risk
MSN-2023-003518,DRN-0488,2023-01-26,07:44:00,Custom,Road Survey,100.0,94.22,3.09,82.86,0.82,1.71,No,21,4.5,0,0.206,0.05350000000000001,0.12799999999999997,0.0,0.0,0.0171,0.175,9.173799999999998,High priority / low risk
MSN-2022-011065,DRN-0322,2022-08-16,12:28:09,DJI,Power Line Inspection,91.99,95.67,4.19,97.17,0.59,4.48,No,26,5.9,0,0.2793333333333334,0.0,0.03599999999999999,0.0,0.0,0.044800000000000006,0.21666666666666667,9.174400000000002,High priority / low risk
MSN-2024-010191,DRN-0483,2024-08-04,00:45:05,Autel,Tower Inspection,86.93,78.07,0.74,77.51,0.9,6.36,No,3,1.5,0,0.04933333333333333,0.18724999999999986,0.16,0.10233333333333311,0.038600000000000134,0.0636,0.025,9.196099999999996,High priority / low risk
MSN-2023-001868,DRN-0535,2023-07-08,13:19:17,Custom,Site Survey,86.02,97.53,1.89,84.32,0.25,21.06,No,31,6.8,0,0.126,0.01700000000000017,0.0,0.1326666666666668,0.0,0.21059999999999998,0.25833333333333336,9.203466666666673,High priority / low risk
MSN-2024-010749,DRN-0528,2024-03-31,00:32:45,Autel,Thermal Inspection,94.09,81.07,1.23,85.07,0.93,19.78,No,41,0.7,0,0.082,0.0,0.17200000000000001,0.0,0.0,0.1978,0.3416666666666667,9.211066666666667,High priority / low risk
MSN-2023-005641,DRN-0631,2023-12-17,03:34:40,Custom,Field Mapping,87.11,78.54,1.03,78.01,0.25,10.09,No,26,4.3,0,0.06866666666666667,0.17474999999999988,0.0,0.09633333333333335,0.029199999999999875,0.1009,0.21666666666666667,9.212299999999997,High priority / low risk
MSN-2021-006799,DRN-0507,2021-08-03,00:40:39,Autel,Site Survey,88.25,98.18,3.92,99.47,0.23,2.88,No,29,7.5,0,0.2613333333333333,0.0,0.0,0.058333333333333334,0.0,0.0288,0.24166666666666667,9.213066666666666,High priority / low risk
MSN-2021-001374,DRN-0325,2021-03-28,22:07:11,Autel,Emergency Response,92.39,84.39,2.13,79.29,0.56,3.4,No,35,4.9,0,0.142,0.14274999999999985,0.02400000000000002,0.0,0.0,0.034,0.2916666666666667,9.218166666666665,High priority / low risk
MSN-2023-003932,DRN-0566,2023-12-03,09:03:04,Autel,Thermal Inspection,96.87,79.3,3.83,85.86,0.43,8.2,No,34,1.7,0,0.25533333333333336,0.0,0.0,0.0,0.014000000000000058,0.08199999999999999,0.2833333333333333,9.218666666666667,High priority / low risk
MSN-2021-008894,DRN-0107,2021-02-16,08:54:42,Custom,Medical Delivery,98.45,93.62,4.85,87.0,0.38,23.39,No,3,0.8,0,0.3233333333333333,0.0,0.0,0.0,0.0,0.2339,0.025,9.234533333333333,High priority / low risk
MSN-2021-014839,DRN-0349,2021-06-01,00:35:34,DJI,Construction Progress,91.9,90.11,3.26,94.23,0.33,8.85,No,45,0.6,0,0.21733333333333332,0.0,0.0,0.0,0.0,0.0885,0.375,9.239333333333335,High priority / low risk
MSN-2024-013967,DRN-0459,2024-11-29,01:52:36,Custom,Road Survey,100.0,91.6,0.66,88.31,1.41,10.54,No,28,5.2,0,0.044000000000000004,0.0,0.364,0.0,0.0,0.1054,0.23333333333333334,9.240533333333333,High priority / low risk
MSN-2025-003375,DRN-0182,2025-08-31,12:55:30,DJI,Construction Progress,98.18,93.05,2.75,80.42,0.54,15.83,No,20,3.4,0,0.18333333333333332,0.11449999999999996,0.016000000000000014,0.0,0.0,0.1583,0.16666666666666666,9.251399999999999,High priority / low risk
MSN-2022-012868,DRN-0522,2022-04-29,21:46:04,Custom,Field Mapping,88.5,79.35,1.34,84.37,0.38,30.63,No,45,1.2,0,0.08933333333333333,0.015749999999999886,0.0,0.05,0.013000000000000114,0.3063,0.375,9.253233333333332,High priority / low risk
MSN-2025-011143,DRN-0768,2025-03-26,23:18:15,DJI,Emergency Response,89.71,87.72,2.02,92.89,0.25,18.63,No,56,3.1,0,0.13466666666666666,0.0,0.0,0.009666666666666875,0.0,0.1863,0.4666666666666667,9.25506666666667,High priority / low risk
MSN-2026-008533,DRN-0176,2026-07-05,21:59:17,Parrot,Bridge Inspection,93.41,90.4,2.12,79.99,0.29,19.53,No,28,2.3,0,0.14133333333333334,0.12525000000000014,0.0,0.0,0.0,0.1953,0.23333333333333334,9.259566666666668,High priority / low risk
MSN-2026-000974,DRN-0226,2026-01-06,01:22:09,Autel,Precision Spraying,87.44,86.51,0.61,95.55,1.01,51.9,No,2,5.2,0,0.04066666666666666,0.0,0.20400000000000001,0.08533333333333341,0.0,0.519,0.016666666666666666,9.264000000000001,High priority / low risk
MSN-2024-012164,DRN-0283,2024-06-26,04:23:12,DJI,Perimeter Surveillance,87.81,99.28,1.32,93.69,0.93,32.17,No,16,0.5,0,0.08800000000000001,0.0,0.17200000000000001,0.07299999999999993,0.0,0.32170000000000004,0.13333333333333333,9.272933333333334,High priority / low risk
MSN-2023-004619,DRN-0632,2023-06-29,01:25:44,Custom,Stockpile Measurement,91.67,92.16,4.03,96.19,0.29,18.08,No,23,1.7,0,0.26866666666666666,0.0,0.0,0.0,0.0,0.1808,0.19166666666666668,9.273733333333334,High priority / low risk
MSN-2023-010727,DRN-0589,2023-04-17,14:45:05,Custom,Parcel Delivery,87.9,78.27,3.6,88.49,0.7,11.92,No,8,4.9,0,0.24000000000000002,0.0,0.07999999999999999,0.06999999999999981,0.03460000000000008,0.1192,0.06666666666666667,9.277066666666665,High priority / low risk
MSN-2023-007180,DRN-0348,2023-10-20,10:24:50,Custom,Emergency Response,84.27,79.1,2.11,92.17,0.63,13.21,No,19,2.0,0,0.14066666666666666,0.0,0.052000000000000005,0.19100000000000014,0.018000000000000113,0.1321,0.15833333333333333,9.280800000000005,High priority / low risk
MSN-2026-003904,DRN-0370,2026-06-17,15:27:22,Parrot,Search and Rescue,88.78,96.89,3.65,89.95,0.3,7.61,No,33,1.3,0,0.24333333333333332,0.0,0.0,0.04066666666666663,0.0,0.0761,0.275,9.281466666666665,High priority / low risk
MSN-2023-011883,DRN-0521,2023-03-21,22:27:37,Custom,Perimeter Surveillance,88.19,91.15,3.08,98.31,0.43,24.02,No,24,5.9,0,0.20533333333333334,0.0,0.0,0.06033333333333341,0.0,0.2402,0.2,9.283600000000002,High priority / low risk
MSN-2023-004647,DRN-0143,2023-03-21,06:14:27,DJI,Crop Health Survey,92.98,93.93,3.28,94.67,0.67,1.34,No,41,1.6,0,0.21866666666666665,0.0,0.06800000000000002,0.0,0.0,0.0134,0.3416666666666667,9.286533333333335,High priority / low risk
MSN-2025-004308,DRN-0451,2025-09-20,19:02:15,Autel,Wind Turbine Inspection,87.83,87.42,0.52,74.47,0.37,18.0,No,16,6.7,0,0.034666666666666665,0.26325000000000004,0.0,0.07233333333333339,0.0,0.18,0.13333333333333333,9.287166666666668,High priority / low risk
MSN-2023-007406,DRN-0278,2023-12-30,03:55:06,Custom,Parcel Delivery,90.14,88.21,3.71,96.75,0.89,6.24,No,14,0.7,0,0.24733333333333332,0.0,0.156,0.0,0.0,0.062400000000000004,0.11666666666666667,9.291200000000002,High priority / low risk
MSN-2023-006775,DRN-0719,2023-07-22,14:57:01,Custom,Crop Health Survey,95.17,98.44,1.59,73.22,0.37,7.2,No,13,7.9,0,0.10600000000000001,0.29450000000000004,0.0,0.0,0.0,0.07200000000000001,0.10833333333333334,9.292333333333334,High priority / low risk
MSN-2025-010050,DRN-0747,2025-05-05,22:45:43,Custom,Bridge Inspection,100.0,82.2,3.77,95.92,0.57,9.85,No,31,3.8,0,0.25133333333333335,0.0,0.02799999999999998,0.0,0.0,0.09849999999999999,0.25833333333333336,9.292666666666667,High priority / low risk
MSN-2021-009541,DRN-0754,2021-09-03,17:02:23,Custom,Crop Health Survey,90.56,96.37,4.02,81.58,0.55,3.1,No,16,4.7,0,0.26799999999999996,0.08550000000000005,0.020000000000000018,0.0,0.0,0.031,0.13333333333333333,9.296333333333333,High priority / low risk
MSN-2022-004707,DRN-0219,2022-10-20,02:23:12,Custom,Tower Inspection,97.03,92.36,4.72,92.33,0.67,9.48,No,8,0.9,0,0.31466666666666665,0.0,0.06800000000000002,0.0,0.0,0.09480000000000001,0.06666666666666667,9.299733333333334,High priority / low risk
MSN-2023-006641,DRN-0450,2023-12-01,02:28:27,Custom,Emergency Response,92.03,83.31,1.82,88.3,0.82,1.14,No,57,6.9,0,0.12133333333333333,0.0,0.12799999999999997,0.0,0.0,0.011399999999999999,0.475,9.302533333333333,High priority / low risk
MSN-2024-000906,DRN-0728,2024-08-23,18:22:24,Custom,Thermal Inspection,99.04,98.83,2.07,89.18,0.44,3.47,No,72,6.6,0,0.13799999999999998,0.0,0.0,0.0,0.0,0.0347,0.6,9.3136,High priority / low risk
MSN-2024-001563,DRN-0770,2024-07-24,04:22:55,DJI,Precision Spraying,95.67,92.89,0.95,80.56,0.94,36.98,No,6,1.6,0,0.06333333333333332,0.11099999999999995,0.176,0.0,0.0,0.36979999999999996,0.05,9.313733333333332,High priority / low risk
